unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1649030400,2022-04-04,XRP/USD,0.8418,0.8418,0.805,0.82636,32826783.81721378,27126741.07519278
1648944000,2022-04-03,XRP/USD,0.8244,0.85253,0.815,0.84272,7798675.51534528,6572099.830291775
1648857600,2022-04-02,XRP/USD,0.82722,0.85,0.81972,0.82427,6628307.39024431,5463514.932556677
1648771200,2022-04-01,XRP/USD,0.81623,0.83415,0.80665,0.82769,48831998.49506091,40417756.83437697
1648684800,2022-03-31,XRP/USD,0.86128,0.8731,0.78016,0.81499,27160865.58055591,22135833.83949726
1648598400,2022-03-30,XRP/USD,0.85765,0.87177,0.84608,0.86063,27407479.50016365,23587699.08222584
1648512000,2022-03-29,XRP/USD,0.86371,0.8853,0.84315,0.85812,27746011.94293037,23809407.768467408
1648425600,2022-03-28,XRP/USD,0.85746,0.91211,0.85348,0.86357,41991057.80730362,36262217.790653184
1648339200,2022-03-27,XRP/USD,0.83243,0.85823,0.82827,0.85764,12185219.04027384,10450531.257700454
1648252800,2022-03-26,XRP/USD,0.82441,0.83493,0.8208,0.83262,11560603.13567052,9625589.382821988
1648166400,2022-03-25,XRP/USD,0.8429,0.84579,0.81923,0.82464,46914878.3550389,38687885.28669928
1648080000,2022-03-24,XRP/USD,0.83731,0.85,0.82735,0.84254,36185291.9857562,30487555.90967903
1647993600,2022-03-23,XRP/USD,0.83665,0.84623,0.8175,0.83754,31737367.88056225,26581315.094686106
1647907200,2022-03-22,XRP/USD,0.83762,0.865,0.82823,0.83692,34253827.89408682,28667713.641119145
1647820800,2022-03-21,XRP/USD,0.80524,0.8548,0.78786,0.83897,43818445.04102171,36762360.836065985
1647734400,2022-03-20,XRP/USD,0.8193,0.82256,0.79598,0.80484,18862016.3857383,15180905.267897611
1647648000,2022-03-19,XRP/USD,0.79716,0.82674,0.79221,0.81983,14639536.21080794,12001930.971706674
1647561600,2022-03-18,XRP/USD,0.79373,0.80034,0.77623,0.79716,35416782.47562276,28232842.31826744
1647475200,2022-03-17,XRP/USD,0.7919,0.80139,0.783,0.79434,18957488.0834148,15058691.084179714
1647388800,2022-03-16,XRP/USD,0.76652,0.79433,0.75763,0.79308,38151130.22285066,30256898.3571384
1647302400,2022-03-15,XRP/USD,0.77426,0.77604,0.7414,0.76588,30487485.63724258,23349755.49985135
1647216000,2022-03-14,XRP/USD,0.75834,0.77816,0.7456,0.77491,31363431.86720028,24303836.98821217
1647129600,2022-03-13,XRP/USD,0.7848,0.80438,0.7515,0.76084,15233322.82636844,11590121.339214165
1647043200,2022-03-12,XRP/USD,0.80342,0.84934,0.77873,0.78575,20074731.49731235,15773720.274013177
1646956800,2022-03-11,XRP/USD,0.73594,0.81412,0.72511,0.80262,44089544.60212187,35387150.288555056
1646870400,2022-03-10,XRP/USD,0.76572,0.77923,0.722,0.73624,28223088.68398642,20778966.812698163
1646784000,2022-03-09,XRP/USD,0.71967,0.77528,0.71967,0.76568,33472641.51407177,25629332.154494476
1646697600,2022-03-08,XRP/USD,0.71923,0.73055,0.71264,0.72058,34222573.67453132,24660102.13839378
1646611200,2022-03-07,XRP/USD,0.7244,0.75423,0.70323,0.72,39714029.12219874,28594100.96798309
1646524800,2022-03-06,XRP/USD,0.75294,0.75877,0.72112,0.72435,14708877.30668934,10654375.277100423
1646438400,2022-03-05,XRP/USD,0.71238,0.76907,0.70534,0.75404,13719840.63354926,10345308.631321484
1646352000,2022-03-04,XRP/USD,0.75069,0.75403,0.69454,0.71237,31375721.78341883,22351122.92685407
1646265600,2022-03-03,XRP/USD,0.76941,0.78918,0.73384,0.7515,33707390.70479771,25331104.114655476
1646179200,2022-03-02,XRP/USD,0.78293,0.78495,0.75619,0.76885,31292939.86227248,24059576.813108195
1646092800,2022-03-01,XRP/USD,0.78158,0.80384,0.75669,0.78446,35745243.17425628,28040713.460477084
1646006400,2022-02-28,XRP/USD,0.71698,0.79482,0.70823,0.78182,41091818.56742673,32126405.592385568
1645920000,2022-02-27,XRP/USD,0.75038,0.76723,0.70423,0.72121,27027685.82525163,19492637.29402973
1645833600,2022-02-26,XRP/USD,0.77078,0.797,0.74123,0.75094,17856930.9164216,13409483.702377638
1645747200,2022-02-25,XRP/USD,0.69692,0.78123,0.68262,0.769,39318440.37579171,30235880.64898383
1645660800,2022-02-24,XRP/USD,0.69641,0.725,0.62158,0.69622,54040467.32607382,37624054.16175911
1645574400,2022-02-23,XRP/USD,0.72192,0.74426,0.693,0.69571,34091461.80691749,23717770.893690567
1645488000,2022-02-22,XRP/USD,0.70303,0.7272,0.66888,0.7211,42593672.88840266,30714297.519827157
1645401600,2022-02-21,XRP/USD,0.77988,0.80146,0.69588,0.70254,35824083.98797227,25167851.96491004
1645315200,2022-02-20,XRP/USD,0.82289,0.82354,0.765,0.77571,23208645.16070153,18003178.137607783
1645228800,2022-02-19,XRP/USD,0.7836,0.85423,0.77023,0.82086,20881310.79098516,17140632.775888078
1645142400,2022-02-18,XRP/USD,0.76873,0.80523,0.75623,0.78463,33385059.24491432,26194919.035337124
1645056000,2022-02-17,XRP/USD,0.83778,0.845,0.75423,0.7676,28122965.47801319,21587188.300922923
1644969600,2022-02-16,XRP/USD,0.85181,0.85438,0.80887,0.8382,19581821.00475975,16413482.366189623
1644883200,2022-02-15,XRP/USD,0.80202,0.86023,0.79626,0.84971,23448354.09546923,19924300.95846116
1644796800,2022-02-14,XRP/USD,0.80814,0.81297,0.77777,0.80187,26306135.33326187,21094100.739682693
1644710400,2022-02-13,XRP/USD,0.8205,0.84723,0.79097,0.80533,13408967.56327368,10798643.847731192
1644624000,2022-02-12,XRP/USD,0.75983,0.8534,0.74602,0.82225,21392584.99203853,17590053.00970368
1644537600,2022-02-11,XRP/USD,0.82557,0.83364,0.751,0.7594,38742995.50600292,29421430.787258618
1644451200,2022-02-10,XRP/USD,0.87223,0.89723,0.82079,0.82543,36871856.16451039,30435136.233871818
1644364800,2022-02-09,XRP/USD,0.87735,0.91723,0.84479,0.8708,45591685.96283724,39701240.13643867
1644278400,2022-02-08,XRP/USD,0.83423,0.91506,0.79286,0.87457,76533580.3263908,66933973.3460516
1644192000,2022-02-07,XRP/USD,0.68521,0.83894,0.67201,0.83213,44971060.67675502,37421768.72094815
1644105600,2022-02-06,XRP/USD,0.6674,0.68767,0.6425,0.6841,14562159.49963245,9961973.31369856
1644019200,2022-02-05,XRP/USD,0.65699,0.68701,0.65028,0.66642,19898031.59126943,13260446.213053774
1643932800,2022-02-04,XRP/USD,0.61069,0.65957,0.60421,0.65537,44832329.72570895,29381763.932337873
1643846400,2022-02-03,XRP/USD,0.6017,0.61101,0.58921,0.61014,21226141.48917893,12950917.968207631
1643760000,2022-02-02,XRP/USD,0.62939,0.63161,0.59437,0.60129,19316016.90244738,11614527.803272584
1643673600,2022-02-01,XRP/USD,0.61723,0.63101,0.61186,0.62794,22921643.07395471,14393416.551859122
1643587200,2022-01-31,XRP/USD,0.601,0.62476,0.58036,0.6174,42736965.63602803,26385802.583683703
1643500800,2022-01-30,XRP/USD,0.61603,0.62338,0.59753,0.60226,10247638.97689367,6171743.050223982
1643414400,2022-01-29,XRP/USD,0.61106,0.62545,0.60918,0.61706,12443723.93354763,7678524.290434902
1643328000,2022-01-28,XRP/USD,0.60773,0.61344,0.59151,0.61111,31378320.03775618,19175605.15827318
1643241600,2022-01-27,XRP/USD,0.61718,0.62492,0.58966,0.60815,28516708.38210361,17342436.20257631
1643155200,2022-01-26,XRP/USD,0.61805,0.66,0.60532,0.62001,33297859.75201273,20645006.02484541
1643068800,2022-01-25,XRP/USD,0.61266,0.6246,0.5874,0.61708,35967745.61771437,22194976.46577918
1642982400,2022-01-24,XRP/USD,0.62888,0.62889,0.54889,0.61189,63205710.7931783,38674942.37723787
1642896000,2022-01-23,XRP/USD,0.59614,0.63523,0.59012,0.62861,25420782.87396484,15979758.322403038
1642809600,2022-01-22,XRP/USD,0.63604,0.65368,0.54614,0.59695,41941157.49605524,25036773.967270173
1642723200,2022-01-21,XRP/USD,0.71907,0.72861,0.613,0.63766,49970530.264572,31864208.328506984
1642636800,2022-01-20,XRP/USD,0.7395,0.76188,0.71623,0.71898,20875780.43547413,15009268.617497187
1642550400,2022-01-19,XRP/USD,0.75134,0.75348,0.72365,0.73824,26331395.94219598,19438889.74036676
1642464000,2022-01-18,XRP/USD,0.76243,0.76849,0.73623,0.75246,23027701.62564024,17327424.365229256
1642377600,2022-01-17,XRP/USD,0.77915,0.78064,0.75016,0.76267,22687882.16478172,17303367.090614073
1642291200,2022-01-16,XRP/USD,0.77961,0.78446,0.76813,0.77833,9053861.18554538,7046891.776545535
1642204800,2022-01-15,XRP/USD,0.77472,0.78963,0.76868,0.77924,7808713.65154907,6084862.025833098
1642118400,2022-01-14,XRP/USD,0.76841,0.79023,0.75195,0.77314,40792122.14200706,31538021.31287134
1642032000,2022-01-13,XRP/USD,0.79777,0.80269,0.76123,0.76721,26907726.93624269,20643877.18275475
1641945600,2022-01-12,XRP/USD,0.77084,0.80768,0.75723,0.79894,29776552.88565347,23789679.16246398
1641859200,2022-01-11,XRP/USD,0.74054,0.7772,0.73039,0.77019,24322583.04906453,18733010.23855901
1641772800,2022-01-10,XRP/USD,0.75281,0.75836,0.69592,0.74006,29545534.98792876,21865468.623166557
1641686400,2022-01-09,XRP/USD,0.74497,0.76697,0.73827,0.75268,12227884.54757219,9203684.141266637
1641600000,2022-01-08,XRP/USD,0.76488,0.77623,0.723,0.74497,16815452.44249451,12527007.606085137
1641513600,2022-01-07,XRP/USD,0.77872,0.7796,0.72847,0.76311,38061909.5092218,29045423.765582245
1641427200,2022-01-06,XRP/USD,0.77224,0.7905,0.738,0.78082,32565788.56740602,25428019.02920197
1641340800,2022-01-05,XRP/USD,0.82296,0.83414,0.70923,0.77173,33113359.15580211,25554572.661307164
1641254400,2022-01-04,XRP/USD,0.83307,0.84523,0.815,0.8229,36598114.31966685,30116588.273653846
1641168000,2022-01-03,XRP/USD,0.8587,0.8587,0.82134,0.83239,21056781.20240546,17527454.10507028
1641081600,2022-01-02,XRP/USD,0.85096,0.86683,0.8375,0.85926,7368749.96468602,6331672.09465611
1640995200,2022-01-01,XRP/USD,0.83017,0.85663,0.83016,0.8509,11470001.93377532,9759824.64544942
1640908800,2021-12-31,XRP/USD,0.83826,0.85377,0.80282,0.82942,32132568.74235692,26651395.16628568
1640822400,2021-12-30,XRP/USD,0.81736,0.86023,0.80243,0.83904,21663655.90447471,18176673.85009046
1640736000,2021-12-29,XRP/USD,0.85183,0.8643,0.81114,0.81629,24429679.78701103,19941703.313339233
1640649600,2021-12-28,XRP/USD,0.9267,0.9267,0.84608,0.85154,25248023.03976832,21499701.539284315
1640563200,2021-12-27,XRP/USD,0.92124,0.95588,0.91458,0.92648,16677250.86285302,15451139.379416063
1640476800,2021-12-26,XRP/USD,0.92512,0.93335,0.90556,0.92062,6617886.03443707,6092558.241023455
1640390400,2021-12-25,XRP/USD,0.91196,0.93487,0.89923,0.926,8170687.82966529,7566056.930270059
1640304000,2021-12-24,XRP/USD,0.99514,0.99753,0.89729,0.91186,32213434.874029,29374142.724232085
1640217600,2021-12-23,XRP/USD,0.95431,1.02,0.93799,0.99421,44206997.47751496,43951038.96212015
1640131200,2021-12-22,XRP/USD,0.9476,0.97344,0.92323,0.95389,34168654.97597218,32593138.295030106
1640044800,2021-12-21,XRP/USD,0.88163,0.96124,0.85269,0.94695,42716425.6673551,40450319.28570191
1639958400,2021-12-20,XRP/USD,0.83535,0.91523,0.825,0.87813,57541551.97327081,50528963.034288295
1639872000,2021-12-19,XRP/USD,0.82616,0.84963,0.81988,0.83533,13026673.04565455,10881570.795226617
1639785600,2021-12-18,XRP/USD,0.79711,0.83423,0.7919,0.82613,11907363.56975027,9837030.26587779
1639699200,2021-12-17,XRP/USD,0.80465,0.83259,0.77623,0.79699,43309200.36029809,34516999.59515397
1639612800,2021-12-16,XRP/USD,0.82712,0.83665,0.80347,0.80543,23698135.81057083,19087189.52590806
1639526400,2021-12-15,XRP/USD,0.80966,0.84027,0.77723,0.8282,29935774.11172373,24792808.11932959
1639440000,2021-12-14,XRP/USD,0.78247,0.82225,0.77223,0.81159,35755805.18587918,29019053.930807684
1639353600,2021-12-13,XRP/USD,0.83947,0.84462,0.76123,0.7813,32362517.55215248,25284834.963496733
1639267200,2021-12-12,XRP/USD,0.84025,0.85723,0.80951,0.84035,12902410.28797562,10842540.485500311
1639180800,2021-12-11,XRP/USD,0.8001,0.84594,0.78445,0.83816,18588431.01552519,15580079.339972593
1639094400,2021-12-10,XRP/USD,0.85926,0.88299,0.7926,0.79905,34596814.27959773,27644584.450112566
1639008000,2021-12-09,XRP/USD,0.86516,0.93523,0.83201,0.85834,57518498.56431396,49370428.05769324
1638921600,2021-12-08,XRP/USD,0.81712,0.88506,0.80423,0.86309,29261532.09840424,25255335.738811716
1638835200,2021-12-07,XRP/USD,0.82923,0.84623,0.805,0.81609,29097235.52611096,23745962.94050389
1638748800,2021-12-06,XRP/USD,0.80581,0.83138,0.74865,0.82866,50058613.74249123,41481570.863852784
1638662400,2021-12-05,XRP/USD,0.84699,0.86421,0.77108,0.80581,42444845.75961236,34202481.161553234
1638576000,2021-12-04,XRP/USD,0.92163,0.92498,0.652,0.84778,96156447.83902794,81519513.3489711
1638489600,2021-12-03,XRP/USD,0.97218,0.98471,0.89197,0.92216,35354805.8469362,32602787.75981069
1638403200,2021-12-02,XRP/USD,0.99005,0.99014,0.9559,0.97294,25236513.03528614,24553612.992551297
1638316800,2021-12-01,XRP/USD,0.99888,1.01824,0.98045,0.99029,28169931.4829647,27896401.448265113
1638230400,2021-11-30,XRP/USD,0.99099,1.03105,0.97114,0.99937,29054097.13555559,29035793.054360192
1638144000,2021-11-29,XRP/USD,0.9702,1.00305,0.96397,0.99115,35516970.19181794,35202645.00562035
1638057600,2021-11-28,XRP/USD,0.94459,0.9697,0.88567,0.96928,32572681.97763683,31572049.187283825
1637971200,2021-11-27,XRP/USD,0.94023,0.96611,0.934,0.94588,16455383.29349533,15564817.949651362
1637884800,2021-11-26,XRP/USD,1.04434,1.04695,0.91024,0.94076,62662634.36550097,58950499.905688696
1637798400,2021-11-25,XRP/USD,1.03324,1.06506,1.02238,1.04419,29354824.12141162,30652013.7993368
1637712000,2021-11-24,XRP/USD,1.06726,1.07352,1.00661,1.03382,32670530.4658404,33775447.80619512
1637625600,2021-11-23,XRP/USD,1.03643,1.07374,1.02025,1.06718,29150677.42098099,31109019.930122495
1637539200,2021-11-22,XRP/USD,1.05996,1.07304,1.02675,1.03713,31932973.31817263,33118644.61747638
1637452800,2021-11-21,XRP/USD,1.09739,1.09844,1.05674,1.06179,11624524.90963583,12342804.30380223
1637366400,2021-11-20,XRP/USD,1.09288,1.10252,1.062,1.09689,13825364.70314075,15164904.289228056
1637280000,2021-11-19,XRP/USD,1.04149,1.10521,1.01847,1.09019,51655441.12015676,56314245.35478369
1637193600,2021-11-18,XRP/USD,1.09594,1.16131,1.01569,1.04053,43667427.02868095,45437267.846153386
1637107200,2021-11-17,XRP/USD,1.08957,1.11305,1.05901,1.09606,27302018.74059316,29924650.660814542
1637020800,2021-11-16,XRP/USD,1.17227,1.17227,1.04092,1.08897,67375265.94781971,73369643.35919723
1636934400,2021-11-15,XRP/USD,1.18883,1.22098,1.16524,1.17169,18706082.73306485,21917730.07750475
1636848000,2021-11-14,XRP/USD,1.1892,1.19919,1.1685,1.18843,23389535.92822836,27796826.18318443
1636761600,2021-11-13,XRP/USD,1.18882,1.20394,1.16789,1.18945,26696644.49290633,31754323.79208743
1636675200,2021-11-12,XRP/USD,1.21451,1.23318,1.15331,1.18933,42160090.60404302,50142260.55810649
1636588800,2021-11-11,XRP/USD,1.18797,1.2541,1.17731,1.21529,24814855.73350559,30157246.02437201
1636502400,2021-11-10,XRP/USD,1.25693,1.3494,1.12,1.19358,70001631.63172774,83552547.4829976
1636416000,2021-11-09,XRP/USD,1.28101,1.28833,1.22477,1.25724,53735124.38306327,67557947.77936247
1636329600,2021-11-08,XRP/USD,1.22137,1.29715,1.21975,1.28205,42570594.64678075,54577630.86690526
1636243200,2021-11-07,XRP/USD,1.15159,1.23862,1.14609,1.2195,28621176.99603736,34903525.34666756
1636156800,2021-11-06,XRP/USD,1.1581,1.17811,1.1,1.15206,15927607.35902384,18349559.33403701
1636070400,2021-11-05,XRP/USD,1.2013,1.2013,1.133,1.1592,28992376.29829531,33607962.604983926
1635984000,2021-11-04,XRP/USD,1.21139,1.25818,1.16356,1.20174,41174457.26036579,49480992.26807199
1635897600,2021-11-03,XRP/USD,1.13623,1.23623,1.127,1.21022,42308072.83002322,51202075.900350705
1635811200,2021-11-02,XRP/USD,1.09354,1.14776,1.08674,1.13496,33709420.90401815,38258844.34922444
1635724800,2021-11-01,XRP/USD,1.1148,1.133,1.07047,1.0922,31289284.49842635,34174156.529181264
1635638400,2021-10-31,XRP/USD,1.08486,1.15519,1.06933,1.11333,30033939.23228717,33437685.56548227
1635552000,2021-10-30,XRP/USD,1.08265,1.11696,1.062,1.08538,20286229.07425456,22018267.312614415
1635465600,2021-10-29,XRP/USD,1.06088,1.09107,1.05329,1.08159,30453720.77079324,32938439.848482262
1635379200,2021-10-28,XRP/USD,0.99817,1.08178,0.98168,1.05751,42082448.51425695,44502610.128311865
1635292800,2021-10-27,XRP/USD,1.1069,1.1249,0.96,0.99535,57906478.24560147,57637213.12175942
1635206400,2021-10-26,XRP/USD,1.09456,1.16,1.0902,1.10719,26831609.37518766,29707689.584114023
1635120000,2021-10-25,XRP/USD,1.08218,1.103,1.07837,1.09474,16133743.28451613,17662254.123291187
1635033600,2021-10-24,XRP/USD,1.09452,1.09601,1.0529,1.08192,14223630.42935685,15388830.234129764
1634947200,2021-10-23,XRP/USD,1.08898,1.10155,1.07558,1.09389,13166221.79824805,14402398.36288556
1634860800,2021-10-22,XRP/USD,1.08881,1.12733,1.071,1.08837,21393971.7352913,23284557.01753899
1634774400,2021-10-21,XRP/USD,1.14673,1.16792,1.085,1.08847,42879123.28428092,46672639.32124125
1634688000,2021-10-20,XRP/USD,1.09159,1.15305,1.08716,1.14587,24725722.90728248,28332464.107767772
1634601600,2021-10-19,XRP/USD,1.08333,1.10065,1.064,1.09114,16423311.44357433,17920132.048541695
1634515200,2021-10-18,XRP/USD,1.09513,1.10622,1.064,1.08361,27943231.11170551,30279564.66495521
1634428800,2021-10-17,XRP/USD,1.13477,1.14023,1.022,1.09328,19836782.37017629,21687157.429666333
1634342400,2021-10-16,XRP/USD,1.14115,1.186,1.12948,1.13357,18074944.25156714,20489214.55524896
1634256000,2021-10-15,XRP/USD,1.13353,1.16665,1.09197,1.14075,37048001.15672055,42262507.31952897
1634169600,2021-10-14,XRP/USD,1.1277,1.15779,1.11739,1.13417,17776021.2490027,20161030.019981388
1634083200,2021-10-13,XRP/USD,1.10155,1.13852,1.0748,1.12887,22631761.98919144,25548317.156738546
1633996800,2021-10-12,XRP/USD,1.13586,1.13586,1.065,1.10168,26359531.60157182,29039768.77481964
1633910400,2021-10-11,XRP/USD,1.13588,1.18202,1.1026,1.13586,25038440.77277694,28440163.336166415
1633824000,2021-10-10,XRP/USD,1.16107,1.23,1.12699,1.13588,32043619.63403741,36397706.66991041
1633737600,2021-10-09,XRP/USD,1.06386,1.20913,1.05747,1.15975,33218959.22649274,38525687.96292496
1633651200,2021-10-08,XRP/USD,1.06751,1.09225,1.04573,1.06249,19243347.00175621,20445863.755895954
1633564800,2021-10-07,XRP/USD,1.07797,1.09437,1.044,1.06728,19246192.51821141,20541076.350836672
1633478400,2021-10-06,XRP/USD,1.08343,1.10735,1.018,1.07721,30570496.14060546,32930844.14762161
1633392000,2021-10-05,XRP/USD,1.04372,1.08886,1.03817,1.08404,27810164.18959501,30147330.388088573
1633305600,2021-10-04,XRP/USD,1.05469,1.06078,1.00694,1.04225,26060505.80088537,27161562.170972772
1633219200,2021-10-03,XRP/USD,1.03703,1.08864,1.021,1.05469,15024451.95799519,15846139.235577945
1633132800,2021-10-02,XRP/USD,1.04166,1.0727,1.00829,1.03586,15410785.94508541,15963416.729076171
1633046400,2021-10-01,XRP/USD,0.95407,1.06802,0.9444,1.04213,31225371.49338875,32540896.394405216
1632960000,2021-09-30,XRP/USD,0.92702,0.96323,0.92129,0.95174,21319971.43367638,20291069.61228716
1632873600,2021-09-29,XRP/USD,0.89141,0.99362,0.88672,0.92744,27073707.42905352,25109239.218001395
1632787200,2021-09-28,XRP/USD,0.92209,0.94323,0.89,0.89249,22077234.59255074,19703711.10150561
1632700800,2021-09-27,XRP/USD,0.94319,0.98156,0.92013,0.92157,22274281.03902409,20527309.17713343
1632614400,2021-09-26,XRP/USD,0.93998,0.95731,0.89268,0.94472,14209519.77295848,13424017.519909335
1632528000,2021-09-25,XRP/USD,0.94462,0.9566,0.9168,0.94052,10958579.85503183,10306763.525254536
1632441600,2021-09-24,XRP/USD,1.00207,1.00366,0.886,0.94492,34335326.91970907,32444137.112971496
1632355200,2021-09-23,XRP/USD,1.00454,1.01783,0.9686,1.00138,18948622.04943977,18974771.147867996
1632268800,2021-09-22,XRP/USD,0.87348,1.00948,0.86811,1.00413,31072630.22337226,31200960.186194785
1632182400,2021-09-21,XRP/USD,0.9216,0.95923,0.8577,0.87138,33416420.95246599,29118400.889559813
1632096000,2021-09-20,XRP/USD,1.04839,1.04908,0.875,0.9195,55151433.56247152,50711743.16069256
1632009600,2021-09-19,XRP/USD,1.07491,1.0837,1.03856,1.04839,6573652.83224779,6891751.89280026
1631923200,2021-09-18,XRP/USD,1.06638,1.09468,1.05713,1.07558,7560689.40906255,8132126.314599498
1631836800,2021-09-17,XRP/USD,1.08892,1.10277,1.05148,1.06619,18296109.36911722,19507128.848259088
1631750400,2021-09-16,XRP/USD,1.1209,1.13012,1.06681,1.09161,13461772.59470855,14695005.5821098
1631664000,2021-09-15,XRP/USD,1.09546,1.13048,1.07952,1.12193,17623478.98805603,19772309.781069703
1631577600,2021-09-14,XRP/USD,1.06517,1.09816,1.05758,1.09621,17966670.42549029,19695243.78712671
1631491200,2021-09-13,XRP/USD,1.11854,1.12594,1.02355,1.06449,28345234.09338761,30173218.240070175
1631404800,2021-09-12,XRP/USD,1.07833,1.1266,1.058,1.11829,14038400.11602314,15699002.465747517
1631318400,2021-09-11,XRP/USD,1.05563,1.11273,1.052,1.07825,14508949.61197683,15644274.919114016
1631232000,2021-09-10,XRP/USD,1.08726,1.244,1.02978,1.05553,44316346.77202626,46777233.50827689
1631145600,2021-09-09,XRP/USD,1.10047,1.138,1.07304,1.08703,24200643.44629284,26306825.445423704
1631059200,2021-09-08,XRP/USD,1.13079,1.148,1.01488,1.09921,35315513.01353103,38819165.059603445
1630972800,2021-09-07,XRP/USD,1.39086,1.39322,0.95003,1.12807,93123083.03770688,105049356.28234598
1630886400,2021-09-06,XRP/USD,1.3083,1.4162,1.3083,1.39079,40053809.78238194,55706438.10723897
1630800000,2021-09-05,XRP/USD,1.25655,1.31307,1.23736,1.30691,10836381.31789655,14162175.10817218
1630713600,2021-09-04,XRP/USD,1.28801,1.29777,1.23527,1.25559,11650605.40498757,14628383.640448345
1630627200,2021-09-03,XRP/USD,1.25356,1.32325,1.221,1.29213,33150213.67862087,42834385.60055639
1630540800,2021-09-02,XRP/USD,1.23517,1.29584,1.22233,1.254,27867516.84412585,34945866.12253381
1630454400,2021-09-01,XRP/USD,1.1826,1.238,1.15896,1.23727,25501697.92128404,31552485.787067104
1630368000,2021-08-31,XRP/USD,1.0987,1.24368,1.092,1.187,50183870.20519687,59568253.93356869
1630281600,2021-08-30,XRP/USD,1.14145,1.15098,1.09475,1.10019,31479927.34074356,34633901.26101266
1630195200,2021-08-29,XRP/USD,1.14781,1.1684,1.11267,1.13982,25708622.31854207,29303201.891120624
1630108800,2021-08-28,XRP/USD,1.19111,1.19825,1.1335,1.14513,25580369.01496054,29292847.970101763
1630022400,2021-08-27,XRP/USD,1.07226,1.193,1.05137,1.193,36148829.54694415,43125553.64950437
1629936000,2021-08-26,XRP/USD,1.1734,1.18718,1.06272,1.07261,45953659.83647001,49290355.0771961
1629849600,2021-08-25,XRP/USD,1.13584,1.17807,1.10712,1.1751,40851832.1238667,48004987.92875576
1629763200,2021-08-24,XRP/USD,1.24522,1.2666,1.1228,1.1352,40472666.73993377,45944571.28317281
1629676800,2021-08-23,XRP/USD,1.22754,1.30441,1.206,1.24817,42565600.17565946,53129105.17125287
1629590400,2021-08-22,XRP/USD,1.21684,1.256,1.17543,1.22629,24425622.32876729,29952896.40554404
1629504000,2021-08-21,XRP/USD,1.26365,1.28348,1.20365,1.21726,28358062.92934982,34519135.68138036
1629417600,2021-08-20,XRP/USD,1.23507,1.28981,1.19916,1.26374,37721568.71471908,47670255.247539096
1629331200,2021-08-19,XRP/USD,1.14548,1.23532,1.08878,1.23482,38718660.36941725,47810576.19736381
1629244800,2021-08-18,XRP/USD,1.09697,1.19999,1.052,1.1425,51665196.61036723,59027487.12734456
1629158400,2021-08-17,XRP/USD,1.18919,1.225,1.08654,1.09782,56061644.03846853,61545594.05831152
1629072000,2021-08-16,XRP/USD,1.28602,1.32926,1.13844,1.1857,66499390.83634527,78848327.71465458
1628985600,2021-08-15,XRP/USD,1.28042,1.34999,1.22579,1.28443,63758141.91388824,81892870.21845546
1628899200,2021-08-14,XRP/USD,1.09103,1.31159,1.07099,1.28114,73494563.48234437,94156825.05977067
1628812800,2021-08-13,XRP/USD,0.966,1.09731,0.95196,1.08986,50597812.72641511,55144532.17801078
1628726400,2021-08-12,XRP/USD,1.01094,1.044,0.91369,0.96431,53872172.52742612,51949474.68992229
1628640000,2021-08-11,XRP/USD,0.85125,1.09186,0.84805,1.01209,79622875.91022271,80585516.4799773
1628553600,2021-08-10,XRP/USD,0.81628,0.86202,0.80021,0.85179,35156141.97726152,29945650.17481159
1628467200,2021-08-09,XRP/USD,0.77986,0.82851,0.75947,0.81763,45616979.62694168,37297811.05237632
1628380800,2021-08-08,XRP/USD,0.81659,0.84161,0.77205,0.77979,32700076.58351941,25499192.7190626
1628294400,2021-08-07,XRP/USD,0.74771,0.81925,0.74224,0.81666,33257092.25559847,27159736.961457048
1628208000,2021-08-06,XRP/USD,0.73341,0.75323,0.72243,0.74721,21272364.67801167,15894923.6110571
1628121600,2021-08-05,XRP/USD,0.73075,0.73955,0.70064,0.73382,18569411.78505611,13626605.756109877
1628035200,2021-08-04,XRP/USD,0.71292,0.73959,0.69501,0.73072,25826614.33017403,18872023.623344768
1627948800,2021-08-03,XRP/USD,0.73713,0.74479,0.70083,0.7129,27854692.22490773,19857610.08713672
1627862400,2021-08-02,XRP/USD,0.7251,0.77358,0.71555,0.73919,24730563.68583711,18280585.37093393
1627776000,2021-08-01,XRP/USD,0.74696,0.77811,0.70163,0.72478,18397173.83937454,13333903.655301878
1627689600,2021-07-31,XRP/USD,0.75271,0.75908,0.73781,0.74442,16520016.27087488,12297830.512364678
1627603200,2021-07-30,XRP/USD,0.74956,0.76986,0.71235,0.75271,37850745.67132879,28490634.774265893
1627516800,2021-07-29,XRP/USD,0.7329,0.76665,0.69758,0.74978,36732335.0211144,27541170.152131155
1627430400,2021-07-28,XRP/USD,0.64483,0.75377,0.6308,0.73458,67604911.66687338,49661216.01225185
1627344000,2021-07-27,XRP/USD,0.62441,0.65298,0.61288,0.64554,31744261.6416146,20492190.66012789
1627257600,2021-07-26,XRP/USD,0.60726,0.67905,0.60581,0.62472,50240923.46046729,31386509.704223126
1627171200,2021-07-25,XRP/USD,0.60871,0.61197,0.59108,0.60664,12297287.67109922,7460026.59279563
1627084800,2021-07-24,XRP/USD,0.61007,0.62093,0.60034,0.60932,16710917.34124688,10182296.15436855
