,unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
136,1659139200,2022-07-30,BTC/USD,23777.85,24676.0,23523.29,23644.58,1739.57494563,41131518.96794419
137,1659052800,2022-07-29,BTC/USD,23856.91,24445.0,23438.5,23785.31,2536.49166787,60331240.632704996
138,1658966400,2022-07-28,BTC/USD,22972.22,24198.95,22600.0,23853.11,3463.79018298,82622168.25154206
139,1658880000,2022-07-27,BTC/USD,21266.14,23112.9,21047.7,22969.04,2976.18882906,68360200.2622323
140,1658793600,2022-07-26,BTC/USD,21314.26,21344.09,20700.13,21259.78,1965.57798404,41787755.51353391
141,1658707200,2022-07-25,BTC/USD,22589.47,22673.68,21250.0,21306.56,2128.78016831,45356982.38290712
142,1658620800,2022-07-24,BTC/USD,22468.7,23006.77,22272.23,22595.81,681.19673676,15392192.036448978
143,1658534400,2022-07-23,BTC/USD,22696.19,23005.68,21944.47,22468.69,1010.85783614,22712651.354300454
144,1658448000,2022-07-22,BTC/USD,23166.09,23760.87,22512.42,22682.26,2025.58385843,45944819.72871245
145,1658361600,2022-07-21,BTC/USD,23217.0,23430.33,22340.34,23163.34,2267.47408756,52522273.231342055
146,1658275200,2022-07-20,BTC/USD,23392.04,24280.3,22893.95,23208.53,4052.68459237,94056851.9425569
147,1658188800,2022-07-19,BTC/USD,22439.63,23800.0,21578.45,23405.02,4682.35297064,109590564.92488864
148,1658102400,2022-07-18,BTC/USD,20786.76,22760.04,20757.29,22435.04,4288.35687434,96209458.01009288
149,1658016000,2022-07-17,BTC/USD,21198.34,21664.52,20751.08,20801.85,1497.20354125,31144603.48455131
150,1657929600,2022-07-16,BTC/USD,20823.7,21577.0,20472.68,21195.49,1740.63926769,36893702.19193072
151,1657843200,2022-07-15,BTC/USD,20569.17,21186.35,20368.7,20835.39,1581.8301293,32958047.657715924
152,1657756800,2022-07-14,BTC/USD,20225.24,20880.0,19608.47,20577.23,2574.75885317,52981405.11621531
153,1657670400,2022-07-13,BTC/USD,19337.91,20367.88,18905.55,20232.35,3196.86413812,64680074.14489218
154,1657584000,2022-07-12,BTC/USD,19948.55,20036.24,19237.42,19321.14,1738.03082444,33580736.88332066
155,1657497600,2022-07-11,BTC/USD,20851.14,20858.75,19869.0,19949.71,1381.03847332,27551317.04157674
156,1657411200,2022-07-10,BTC/USD,21581.98,21593.73,20629.99,20856.08,1398.91806277,29175947.030576143
157,1657324800,2022-07-09,BTC/USD,21592.69,21955.18,21311.36,21588.35,865.38701575,18682277.78146651
158,1657238400,2022-07-08,BTC/USD,21620.85,22401.0,21164.07,21584.14,3352.94753796,72370489.07198395
159,1657152000,2022-07-07,BTC/USD,20546.29,21847.25,20237.58,21643.56,3422.57159508,74076633.67240968
160,1657065600,2022-07-06,BTC/USD,20164.65,20648.76,19750.16,20547.45,2093.38193195,43013660.577646025
161,1656979200,2022-07-05,BTC/USD,20209.02,20720.0,19281.82,20168.63,2882.22647228,58130559.29562058
162,1656892800,2022-07-04,BTC/USD,19296.88,20319.88,19032.44,20209.53,2016.0820069,40744069.80090575
163,1656806400,2022-07-03,BTC/USD,19232.76,19616.43,18763.96,19294.46,1438.93649433,27763502.63239041
164,1656720000,2022-07-02,BTC/USD,19263.41,19425.08,18960.0,19228.25,1478.97411836,28438084.09135567
165,1656633600,2022-07-01,BTC/USD,19960.61,20895.08,18944.69,19239.47,4424.08855864,85117119.10129753
166,1656547200,2022-06-30,BTC/USD,20098.0,20131.06,18595.6,19924.89,4907.84854025,97788342.3011418
167,1656460800,2022-06-29,BTC/USD,20253.88,20398.99,19827.0,20093.18,1605.32356204,32256055.29031089
168,1656374400,2022-06-28,BTC/USD,20722.27,21178.73,20176.0,20261.34,2048.6845194,41509093.6003
169,1656288000,2022-06-27,BTC/USD,21029.19,21516.85,20491.28,20699.72,1648.58803237,34125310.66540994
170,1656201600,2022-06-26,BTC/USD,21486.67,21868.0,20968.85,21028.69,1437.60709463,30230993.93477493
171,1656115200,2022-06-25,BTC/USD,21229.66,21586.67,20890.0,21486.8,1196.38466227,25706477.96126303
172,1656028800,2022-06-24,BTC/USD,21102.75,21538.4,20713.77,21215.42,2444.77217091,51866868.41016743
173,1655942400,2022-06-23,BTC/USD,19977.24,21204.14,19869.63,21093.42,2677.89902823,56486048.920047246
174,1655856000,2022-06-22,BTC/USD,20710.01,20863.44,19743.99,19963.68,4210.49538322,84056982.47208145
175,1655769600,2022-06-21,BTC/USD,20555.44,21708.76,20332.07,20712.29,3543.16812013,73387125.6228874
176,1655683200,2022-06-20,BTC/USD,20557.2,21036.89,19616.1,20555.44,5112.85052521,105096892.19992264
177,1655596800,2022-06-19,BTC/USD,18952.14,20783.48,17930.7,20552.82,5100.88311828,104837532.57104756
178,1655510400,2022-06-18,BTC/USD,20428.19,20758.0,17592.78,18956.8,7958.38532206,150865518.873227
179,1655424000,2022-06-17,BTC/USD,20387.66,21325.06,20220.16,20440.7,3615.09731757,73895119.7392531
180,1655337600,2022-06-16,BTC/USD,22563.82,22957.01,20200.0,20382.88,4889.1243038,99654433.98943897
181,1655251200,2022-06-15,BTC/USD,22077.83,22756.0,20079.72,22555.27,13481.53959307,304079765.537384
182,1655164800,2022-06-14,BTC/USD,22407.53,23288.88,20816.35,22097.3,8576.80050998,189524133.90918103
183,1655078400,2022-06-13,BTC/USD,26538.63,26845.63,21910.26,22450.43,12621.88318574,283366704.9296329
184,1654992000,2022-06-12,BTC/USD,28397.38,28523.06,26500.0,26585.1,2588.83347441,68824396.80053729
185,1654905600,2022-06-11,BTC/USD,29065.66,29403.62,28085.75,28390.94,1587.1952467,45061965.0173449
186,1654819200,2022-06-10,BTC/USD,30068.53,30333.81,28832.83,29065.66,2545.34126907,73982023.91075714
187,1654732800,2022-06-09,BTC/USD,30190.31,30672.56,29920.56,30089.03,953.92926451,28702806.257719327
188,1654646400,2022-06-08,BTC/USD,31108.3,31310.53,29831.85,30185.58,1909.67240307,57644569.09666173
189,1654560000,2022-06-07,BTC/USD,31351.1,31536.11,29184.25,31115.82,3672.30493412,114266779.31518978
190,1654473600,2022-06-06,BTC/USD,29905.46,31737.31,29868.16,31351.21,2494.10424691,78193186.00676726
191,1654387200,2022-06-05,BTC/USD,29834.06,30153.18,29514.96,29888.98,563.06294053,16829376.96824236
192,1654300800,2022-06-04,BTC/USD,29688.17,29948.84,29444.21,29853.51,472.40386055,14102913.37496803
193,1654214400,2022-06-03,BTC/USD,30437.77,30670.07,29232.99,29669.39,1151.14514737,34153774.323928
194,1654128000,2022-06-02,BTC/USD,29791.96,30688.82,29568.13,30437.18,1226.29074296,37324832.07580725
195,1654041600,2022-06-01,BTC/USD,31777.06,31962.79,29309.84,29787.4,2629.80184718,78334959.54268953
196,1653955200,2022-05-31,BTC/USD,31677.13,32375.81,31181.26,31762.76,1621.62249868,51507206.23617315
197,1653868800,2022-05-30,BTC/USD,29454.69,32195.68,29276.15,31731.22,3257.5487365,103365995.61860351
198,1653782400,2022-05-29,BTC/USD,29010.82,29561.04,28814.46,29448.94,909.19180016,26774734.771403827
199,1653696000,2022-05-28,BTC/USD,28606.08,29231.9,28498.73,29010.82,721.5469467,20932668.592263296
200,1653609600,2022-05-27,BTC/USD,29183.39,29360.34,28253.57,28589.48,2109.94198208,60322144.09783652
201,1653523200,2022-05-26,BTC/USD,29511.95,29853.34,28003.0,29183.06,2835.00522362,82734127.54121588
202,1653436800,2022-05-25,BTC/USD,29626.53,30189.7,29313.78,29510.15,1563.30877003,46133476.29990081
203,1653350400,2022-05-24,BTC/USD,29081.76,29810.38,28632.4,29632.15,1490.23613231,44158900.60802977
204,1653264000,2022-05-23,BTC/USD,30264.66,30628.0,28839.29,29081.76,2158.65047198,62777354.950009085
205,1653177600,2022-05-22,BTC/USD,29400.34,30457.58,29209.03,30264.66,1318.89417974,39915883.92580999
206,1653091200,2022-05-21,BTC/USD,29176.7,29621.01,28914.7,29421.05,490.42738451,14428888.601037936
207,1653004800,2022-05-20,BTC/USD,30271.22,30725.56,28690.13,29176.7,2337.17319044,68191001.02551074
208,1652918400,2022-05-19,BTC/USD,28681.15,30505.14,28656.46,30290.33,2516.77484526,76233940.59862433
209,1652832000,2022-05-18,BTC/USD,30423.9,30670.0,28615.23,28681.26,2318.15544994,66487619.18014612
210,1652745600,2022-05-17,BTC/USD,29847.53,30753.96,29400.0,30425.36,2143.92566327,65229710.118228525
211,1652659200,2022-05-16,BTC/USD,31275.27,31275.27,29060.0,29832.45,3112.79429009,92862280.0193954
212,1652572800,2022-05-15,BTC/USD,30041.16,31411.48,29440.71,31295.03,2085.06630084,65252212.436776824
213,1652486400,2022-05-14,BTC/USD,29239.41,30281.49,28561.23,30033.96,2910.99216303,87428622.1847565
214,1652400000,2022-05-13,BTC/USD,28932.69,30974.6,28686.37,29238.81,6010.27363922,175733248.98516214
215,1652313600,2022-05-12,BTC/USD,28999.99,30090.7,25401.05,28896.19,16578.810599,479064461.0427178
216,1652227200,2022-05-11,BTC/USD,31002.27,32148.15,27757.77,29000.0,11180.84883589,324244616.24081
217,1652140800,2022-05-10,BTC/USD,30066.48,32650.0,29731.03,30999.97,7402.30231296,229471149.6326906
218,1652054400,2022-05-09,BTC/USD,34051.2,34224.35,30015.0,30082.0,7631.12166167,229559401.82635695
219,1651968000,2022-05-08,BTC/USD,35465.46,35496.55,33710.16,34025.5,2670.39981616,90861688.94475208
220,1651881600,2022-05-07,BTC/USD,36019.15,36123.99,34777.85,35463.46,1224.39699253,43421353.76870795
221,1651795200,2022-05-06,BTC/USD,36542.41,36648.2,35268.69,36019.22,2594.53333069,93453066.83545586
222,1651708800,2022-05-05,BTC/USD,39685.23,39840.37,35579.4,36533.93,3736.73012912,136517436.96616104
223,1651622400,2022-05-04,BTC/USD,37735.35,40050.19,37665.46,39685.23,2297.27213438,91167773.0254612
224,1651536000,2022-05-03,BTC/USD,38506.38,38641.57,37515.83,37729.95,1157.92207652,43688342.050995775
225,1651449600,2022-05-02,BTC/USD,38484.46,39153.13,38045.79,38521.01,1434.10079893,55243011.21659052
226,1651363200,2022-05-01,BTC/USD,37638.78,38672.2,37400.0,38488.34,1248.04269032,48035091.39955086
227,1651276800,2022-04-30,BTC/USD,38599.3,38786.95,37597.36,37639.8,728.27961992,27412299.23786482
228,1651190400,2022-04-29,BTC/USD,39753.28,39923.61,38174.27,38593.42,1600.89916681,61784173.92234839
229,1651104000,2022-04-28,BTC/USD,39254.4,40387.0,38880.44,39754.2,1842.00508443,73227438.52744709
230,1651017600,2022-04-27,BTC/USD,38105.68,39494.73,37885.75,39256.05,1769.00930667,69444317.79310286
231,1650931200,2022-04-26,BTC/USD,40452.52,40800.0,37701.0,38137.67,2909.72251989,110970037.25513326
232,1650844800,2022-04-25,BTC/USD,39464.67,40602.85,38202.91,40441.11,2220.04402771,89781044.72946316
233,1650758400,2022-04-24,BTC/USD,39438.51,39944.65,38987.0,39467.4,663.70417243,26194678.054963782
234,1650672000,2022-04-23,BTC/USD,39700.55,39983.98,39301.0,39421.59,398.24448783,15699430.91899425
235,1650585600,2022-04-22,BTC/USD,40497.0,40808.66,39197.64,39726.03,2136.9997712,84894517.02068433
236,1650499200,2022-04-21,BTC/USD,41378.77,42978.95,39770.0,40470.76,2163.31405365,87550963.86989628
237,1650412800,2022-04-20,BTC/USD,41476.89,42220.04,40893.21,41375.85,1359.54131303,56252177.43673233
238,1650326400,2022-04-19,BTC/USD,40814.6,41754.05,40578.58,41505.77,1457.11081239,60478506.24357249
239,1650240000,2022-04-18,BTC/USD,39660.62,41101.0,38547.12,40814.6,2421.08185584,98815487.51336728
240,1650153600,2022-04-17,BTC/USD,40379.81,40602.69,39565.68,39691.27,485.0037186,19250413.545956623
241,1650067200,2022-04-16,BTC/USD,40576.41,40701.0,40014.79,40395.67,365.72624783,14773756.817678897
242,1649980800,2022-04-15,BTC/USD,39962.6,40869.99,39788.97,40563.18,752.39943803,30519713.836709738
243,1649894400,2022-04-14,BTC/USD,41159.29,41504.29,39582.53,39961.53,1169.49381805,46734762.294819616
244,1649808000,2022-04-13,BTC/USD,40099.51,41557.61,39584.86,41147.74,1563.48448746,64333853.18403734
245,1649721600,2022-04-12,BTC/USD,39545.37,40691.01,39273.65,40097.46,2111.92057359,84682650.72270209
246,1649635200,2022-04-11,BTC/USD,42159.45,42415.57,39218.15,39524.86,2288.47921183,90451820.4604911
247,1649548800,2022-04-10,BTC/USD,42774.85,43450.72,41888.88,42133.85,862.61310467,36345211.160200074
248,1649462400,2022-04-09,BTC/USD,42258.22,42807.63,42131.51,42767.89,525.17354399,22460564.36027448
